image_path	question	answer	gt
V: ['/content/data/coco/val2014/COCO_val2014_000000331366.jpg']	Is there a bottle in the image?	No, there is no bottle in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000331366.jpg']	Is there a person in the image?	Yes, there is a man in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000331366.jpg']	Is there a banana in the image?	No, there is no banana in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000331366.jpg']	Is there a bicycle in the image?	Yes, there is a bicycle	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000331366.jpg']	Is there a boat in the image?	No, there is no boat in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000348524.jpg']	Is there a snowboard in the image?	Yes, there is a snowboard in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000348524.jpg']	Is there a bottle in the image?	No, there is no bottle in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000348524.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000348524.jpg']	Is there a cat in the image?	No, there is no cat in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000348524.jpg']	Is there a skis in the image?	Yes, there is a snowboard in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000348524.jpg']	Is there a backpack in the image?	Yes, there is a backpack in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000108189.jpg']	Is there a sandwich in the image?	Yes, there is a sandwich in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000108189.jpg']	Is there a clock in the image?	No, there is no clock in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000108189.jpg']	Is there a fork in the image?	Yes, there is a fork in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000108189.jpg']	Is there a refrigerator in the image?	Yes, there is a refriger	No
V: ['/content/data/coco/val2014/COCO_val2014_000000108189.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000108189.jpg']	Is there an umbrella in the image?	No, there is no umbrella	No
V: ['/content/data/coco/val2014/COCO_val2014_000000301575.jpg']	Is there a tv in the image?	Yes, there is a tv in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000301575.jpg']	Is there a toilet in the image?	Yes, there is a toilet	No
V: ['/content/data/coco/val2014/COCO_val2014_000000301575.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000301575.jpg']	Is there a toothbrush in the image?	Yes, there is a toothbr	No
V: ['/content/data/coco/val2014/COCO_val2014_000000301575.jpg']	Is there a couch in the image?	Yes, there is a couch in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000301575.jpg']	Is there a cow in the image?	No, there is no cow in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000239773.jpg']	Is there a baseball glove in the image?	Yes, there is a baseball glove	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000239773.jpg']	Is there a skis in the image?	No, there are no skis in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000239773.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000239773.jpg']	Is there a train in the image?	No, there is no train in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000239773.jpg']	Is there a sports ball in the image?	Yes, there is a sports ball in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000239773.jpg']	Is there a spoon in the image?	No, there is no spoon in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000354976.jpg']	Is there a person in the image?	No, there is no person visible in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000354976.jpg']	Is there a giraffe in the image?	No, there is no giraffe	No
V: ['/content/data/coco/val2014/COCO_val2014_000000354976.jpg']	Is there a clock in the image?	Yes, there is a clock in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000354976.jpg']	Is there a tie in the image?	Yes, there is a tie hanging	No
V: ['/content/data/coco/val2014/COCO_val2014_000000354976.jpg']	Is there a laptop in the image?	Yes, there is a laptop in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000354976.jpg']	Is there a truck in the image?	No, there is no truck in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000473199.jpg']	Is there a person in the image?	No, there is no person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000473199.jpg']	Is there a knife in the image?	No, there is no knife in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000473199.jpg']	Is there a handbag in the image?	No, there is no handbag in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000473199.jpg']	Is there a sports ball in the image?	No, there is no sports ball in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000473199.jpg']	Is there a potted plant in the image?	Yes, there is a potted plant	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000473199.jpg']	Is there a bench in the image?	Yes, there is a bench in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000311759.jpg']	Is there a backpack in the image?	No, there is no backpack in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000311759.jpg']	Is there an orange in the image?	No, there is no orange in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000311759.jpg']	Is there a teddy bear in the image?	Yes, there is a teddy bear	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000311759.jpg']	Is there a traffic light in the image?	No, there is no traffic light in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000311759.jpg']	Is there a bear in the image?	Yes, there is a teddy bear	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000311759.jpg']	Is there a sheep in the image?	No, there is no sheep in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000431615.jpg']	Is there a dog in the image?	Yes, there is a dog in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000431615.jpg']	Is there a bed in the image?	No, there is no bed in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000431615.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000431615.jpg']	Is there a motorcycle in the image?	No, there is no motorcycle in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000431615.jpg']	Is there a boat in the image?	Yes, there is a boat in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000431615.jpg']	Is there a bottle in the image?	Yes, there is a bottle in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000343401.jpg']	Is there a car in the image?	Yes, there is a car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000343401.jpg']	Is there a pizza in the image?	No, there is no pizza in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000343401.jpg']	Is there a dog in the image?	Yes, there is a dog in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000343401.jpg']	Is there a sink in the image?	No, there is no sink in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000343401.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000343401.jpg']	Is there a stop sign in the image?	Yes, there is a stop sign in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000246199.jpg']	Is there a banana in the image?	Yes, there is a banana in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000246199.jpg']	Is there a dog in the image?	No, there is no dog in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000246199.jpg']	Is there an orange in the image?	Yes, there is an orange in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000246199.jpg']	Is there a snowboard in the image?	No, there is no snowboard in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000246199.jpg']	Is there a dining table in the image?	No, there is no dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000246199.jpg']	Is there a keyboard in the image?	No, there is no keyboard in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000372009.jpg']	Is there a bird in the image?	Yes, there is a bird in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000372009.jpg']	Is there a horse in the image?	No, there is no horse in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000372009.jpg']	Is there a bed in the image?	Yes, there is a bed in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000372009.jpg']	Is there a toilet in the image?	No, there is no toilet	No
V: ['/content/data/coco/val2014/COCO_val2014_000000372009.jpg']	Is there a teddy bear in the image?	Yes, there is a teddy bear	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000372009.jpg']	Is there a suitcase in the image?	No, there is no suitcase in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000346707.jpg']	Is there a banana in the image?	Yes, there is a banana in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000346707.jpg']	Is there a kite in the image?	No, there is no kite in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000346707.jpg']	Is there a bowl in the image?	No, there is no bowl in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000346707.jpg']	Is there a horse in the image?	No, there is no horse in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000346707.jpg']	Is there a person in the image?	No, there is no person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000346707.jpg']	Is there a toothbrush in the image?	No, there is no toothbr	No
V: ['/content/data/coco/val2014/COCO_val2014_000000501898.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000501898.jpg']	Is there a bowl in the image?	No, there is no bowl in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000501898.jpg']	Is there a sports ball in the image?	Yes, there is a sports ball,	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000501898.jpg']	Is there a broccoli in the image?	No, there is no broccoli	No
V: ['/content/data/coco/val2014/COCO_val2014_000000501898.jpg']	Is there a tennis racket in the image?	Yes, there is a tennis racket	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000501898.jpg']	Is there a vase in the image?	No, there is no vase in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000281766.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000281766.jpg']	Is there an umbrella in the image?	Yes, there is an umbrella	No
V: ['/content/data/coco/val2014/COCO_val2014_000000281766.jpg']	Is there a bicycle in the image?	Yes, there is a bicycle	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000281766.jpg']	Is there a train in the image?	No, there is no train in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000281766.jpg']	Is there a handbag in the image?	Yes, there is a handbag in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000281766.jpg']	Is there a bed in the image?	No, there is no bed in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000245448.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000245448.jpg']	Is there a handbag in the image?	Yes, there is a handbag in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000245448.jpg']	Is there a person in the image?	Yes, there is a man in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000245448.jpg']	Is there a donut in the image?	No, there is no donut in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000245448.jpg']	Is there a motorcycle in the image?	Yes, there is a motorcycle in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000245448.jpg']	Is there a scissors in the image?	No, there are no scissors	No
V: ['/content/data/coco/val2014/COCO_val2014_000000510138.jpg']	Is there a person in the image?	Yes, there is a man in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000510138.jpg']	Is there an oven in the image?	Yes, there is an oven in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000510138.jpg']	Is there a wine glass in the image?	Yes, there is a wine glass in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000510138.jpg']	Is there a horse in the image?	No, there is no horse in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000510138.jpg']	Is there a couch in the image?	Yes, there is a couch in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000510138.jpg']	Is there a book in the image?	No, there is no book in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000001171.jpg']	Is there a truck in the image?	No, there is no truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000001171.jpg']	Is there a traffic light in the image?	Yes, there is a traffic light in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000001171.jpg']	Is there a train in the image?	Yes, there is a train in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000001171.jpg']	Is there a bowl in the image?	No, there is no bowl in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000001171.jpg']	Is there a car in the image?	No, there is no car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000001171.jpg']	Is there a spoon in the image?	No, there is no spoon in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000100238.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000100238.jpg']	Is there a skis in the image?	No, there are no skis in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000100238.jpg']	Is there a bottle in the image?	Yes, there is a bottle in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000100238.jpg']	Is there a bicycle in the image?	No, there is no bicycle	No
V: ['/content/data/coco/val2014/COCO_val2014_000000100238.jpg']	Is there a frisbee in the image?	Yes, there is a frisbe	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000100238.jpg']	Is there a carrot in the image?	Yes, there is a carrot in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000465418.jpg']	Is there a traffic light in the image?	Yes, there is a traffic light in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000465418.jpg']	Is there a chair in the image?	No, there is no chair in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000465418.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000465418.jpg']	Is there a bird in the image?	No, there is no bird in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000465418.jpg']	Is there a bus in the image?	Yes, there is a bus in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000465418.jpg']	Is there a knife in the image?	No, there is no knife in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000392364.jpg']	Is there a car in the image?	Yes, there is a car visible in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000392364.jpg']	Is there a chair in the image?	No, there is no chair in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000392364.jpg']	Is there a traffic light in the image?	Yes, there is a traffic light in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000392364.jpg']	Is there a scissors in the image?	No, there are no scissors	No
V: ['/content/data/coco/val2014/COCO_val2014_000000392364.jpg']	Is there a person in the image?	No, there is no person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000392364.jpg']	Is there a book in the image?	No, there is no book in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000188958.jpg']	Is there a snowboard in the image?	Yes, there is a snowboard in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000188958.jpg']	Is there a traffic light in the image?	No, there is no traffic light in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000188958.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000188958.jpg']	Is there a vase in the image?	No, there is no vase in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000188958.jpg']	Is there a skis in the image?	Yes, there are skis in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000188958.jpg']	Is there a couch in the image?	No, there is no couch in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000436127.jpg']	Is there a clock in the image?	Yes, there is a clock in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000436127.jpg']	Is there a knife in the image?	No, there is no knife in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000436127.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000436127.jpg']	Is there a wine glass in the image?	No, there is no wine glass in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000436127.jpg']	Is there a horse in the image?	Yes, there is a horse in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000436127.jpg']	Is there an elephant in the image?	No, there is no elephant	No
V: ['/content/data/coco/val2014/COCO_val2014_000000198397.jpg']	Is there a chair in the image?	Yes, there is a chair in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000198397.jpg']	Is there a potted plant in the image?	Yes, there is a potted plant	No
V: ['/content/data/coco/val2014/COCO_val2014_000000198397.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000198397.jpg']	Is there a dining table in the image?	No, there is no dining table	No
V: ['/content/data/coco/val2014/COCO_val2014_000000198397.jpg']	Is there a sports ball in the image?	Yes, there is a sports ball in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000198397.jpg']	Is there an apple in the image?	No, there is no apple in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000349936.jpg']	Is there an oven in the image?	Yes, there is an oven in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000349936.jpg']	Is there a kite in the image?	No, there is no kite in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000349936.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000349936.jpg']	Is there a backpack in the image?	No, there is no backpack in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000349936.jpg']	Is there a chair in the image?	Yes, there is a chair in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000349936.jpg']	Is there a giraffe in the image?	No, there is no giraffe	No
V: ['/content/data/coco/val2014/COCO_val2014_000000333756.jpg']	Is there a person in the image?	Yes, there is a man in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000333756.jpg']	Is there a bus in the image?	No, there is no bus in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000333756.jpg']	Is there a sports ball in the image?	Yes, there is a sports ball in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000333756.jpg']	Is there a refrigerator in the image?	No, there is no refriger	No
V: ['/content/data/coco/val2014/COCO_val2014_000000333756.jpg']	Is there a tennis racket in the image?	Yes, there is a tennis racket	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000333756.jpg']	Is there a tv in the image?	No, there is no TV in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000474741.jpg']	Is there a backpack in the image?	Yes, there is a backpack in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000474741.jpg']	Is there a carrot in the image?	No, there is no carrot in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000474741.jpg']	Is there a clock in the image?	Yes, there is a clock in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000474741.jpg']	Is there a donut in the image?	No, there is no donut in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000474741.jpg']	Is there a person in the image?	Yes, there is a man in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000474741.jpg']	Is there a baseball glove in the image?	No, there is no baseball glove	No
V: ['/content/data/coco/val2014/COCO_val2014_000000286342.jpg']	Is there a keyboard in the image?	Yes, there is a black keyboard in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000286342.jpg']	Is there a tennis racket in the image?	No, there is no tennis racket	No
V: ['/content/data/coco/val2014/COCO_val2014_000000286342.jpg']	Is there a mouse in the image?	Yes, there is a black Microsoft mouse	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000286342.jpg']	Is there a bird in the image?	No, there is no bird in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000286342.jpg']	Is there a laptop in the image?	No, there is no laptop in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000286342.jpg']	Is there a baseball bat in the image?	No, there is no baseball bat in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000093948.jpg']	Is there a tv in the image?	No, there is no TV in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000093948.jpg']	Is there a parking meter in the image?	No, there is no parking meter	No
V: ['/content/data/coco/val2014/COCO_val2014_000000093948.jpg']	Is there a mouse in the image?	Yes, there is a mouse in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000093948.jpg']	Is there a zebra in the image?	No, there is no zebra	No
V: ['/content/data/coco/val2014/COCO_val2014_000000093948.jpg']	Is there a laptop in the image?	Yes, there is a laptop in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000093948.jpg']	Is there a cell phone in the image?	Yes, there is a cell phone in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000405740.jpg']	Is there a wine glass in the image?	Yes, there is a wine glass in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000405740.jpg']	Is there a book in the image?	No, there is no book in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000405740.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000405740.jpg']	Is there a truck in the image?	No, there is no truck in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000405740.jpg']	Is there a laptop in the image?	Yes, there is a laptop in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000405740.jpg']	Is there a skis in the image?	No, there are no skis in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000304387.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000304387.jpg']	Is there a broccoli in the image?	No, there is no broccoli	No
V: ['/content/data/coco/val2014/COCO_val2014_000000304387.jpg']	Is there a surfboard in the image?	Yes, there is a surfboard	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000304387.jpg']	Is there a cell phone in the image?	No, there is no cell phone in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000304387.jpg']	Is there a kite in the image?	Yes, there is a kite in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000304387.jpg']	Is there a microwave in the image?	No, there is no microwave	No
V: ['/content/data/coco/val2014/COCO_val2014_000000147165.jpg']	Is there a sink in the image?	Yes, there is a sink in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000147165.jpg']	Is there a toaster in the image?	Yes, there is a toaster in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000147165.jpg']	Is there a person in the image?	Yes, there is a man in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000147165.jpg']	Is there a chair in the image?	No, there is no chair in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000147165.jpg']	Is there a spoon in the image?	Yes, there is a spoon in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000147165.jpg']	Is there a skateboard in the image?	No, there is no skateboard	No
V: ['/content/data/coco/val2014/COCO_val2014_000000495311.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000495311.jpg']	Is there a wine glass in the image?	No, there is no wine glass in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000495311.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000495311.jpg']	Is there a cake in the image?	No, there is no cake in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000495311.jpg']	Is there an airplane in the image?	Yes, there is an airplane in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000495311.jpg']	Is there a backpack in the image?	Yes, there is a backpack in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000312406.jpg']	Is there a banana in the image?	Yes, there is a banana in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000312406.jpg']	Is there a snowboard in the image?	No, there is no snowboard in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000312406.jpg']	Is there a bowl in the image?	Yes, there is a bowl in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000312406.jpg']	Is there a stop sign in the image?	No, there is no stop sign in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000312406.jpg']	Is there a cup in the image?	Yes, there is a cup in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000312406.jpg']	Is there a tv in the image?	No, there is no television in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000515820.jpg']	Is there a tv in the image?	Yes, there is a TV in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000515820.jpg']	Is there a skateboard in the image?	No, there is no skateboard	No
V: ['/content/data/coco/val2014/COCO_val2014_000000515820.jpg']	Is there a clock in the image?	Yes, there is a clock in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000515820.jpg']	Is there a laptop in the image?	No, there is no laptop in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000515820.jpg']	Is there a person in the image?	No, there is no person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000515820.jpg']	Is there a dining table in the image?	No, there is no dining table	No
V: ['/content/data/coco/val2014/COCO_val2014_000000031971.jpg']	Is there an orange in the image?	Yes, there is an orange in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000031971.jpg']	Is there a bowl in the image?	Yes, there is a bowl in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000031971.jpg']	Is there a bed in the image?	Yes, there is a bed in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000031971.jpg']	Is there a giraffe in the image?	Yes, there is a giraffe	No
V: ['/content/data/coco/val2014/COCO_val2014_000000031971.jpg']	Is there a book in the image?	Yes, there is a book in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000031971.jpg']	Is there a pizza in the image?	No, there is no pizza in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000418680.jpg']	Is there a snowboard in the image?	Yes, there is a snowboard in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000418680.jpg']	Is there a cell phone in the image?	Yes, there is a cell phone in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000418680.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000418680.jpg']	Is there a boat in the image?	No, there is no boat in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000418680.jpg']	Is there a skis in the image?	Yes, there is a skis in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000418680.jpg']	Is there a mouse in the image?	No, there is no mouse in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000459680.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000459680.jpg']	Is there a vase in the image?	No, there is no vase in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000459680.jpg']	Is there an orange in the image?	No, there is no orange in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000459680.jpg']	Is there a broccoli in the image?	No, there is no broccoli	No
V: ['/content/data/coco/val2014/COCO_val2014_000000459680.jpg']	Is there an umbrella in the image?	Yes, there is an umbrella	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000459680.jpg']	Is there a sports ball in the image?	No, there is no sports ball in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000196462.jpg']	Is there a bowl in the image?	Yes, there is a bowl in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000196462.jpg']	Is there a frisbee in the image?	No, there is no frisbe	No
V: ['/content/data/coco/val2014/COCO_val2014_000000196462.jpg']	Is there a fork in the image?	No, there is no fork in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000196462.jpg']	Is there a cake in the image?	No, there is no cake in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000196462.jpg']	Is there a cup in the image?	Yes, there is a cup in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000196462.jpg']	Is there a bicycle in the image?	No, there is no bicycle	No
V: ['/content/data/coco/val2014/COCO_val2014_000000276693.jpg']	Is there a dog in the image?	Yes, there is a dog in the	Yes
